"Region","Org Code","Provider name","Modality","Total_Scans","RequestToTest_Days","TestToReport_Days","Total_Turnaround_Days"
"Y63","R0B","South Tyneside and Sunderland NHS Foundation Trust","Computerized Axial Tomography","80365.0","1.0","0.0","1.0"
"Y63","R0B","South Tyneside and Sunderland NHS Foundation Trust","Diagnostic Ultrasonography","70215.0","15.0","0.0","15.0"
"Y63","R0B","South Tyneside and Sunderland NHS Foundation Trust","Fluoroscopy","6080.0","1.0","0.0","1.0"
"Y63","R0B","South Tyneside and Sunderland NHS Foundation Trust","Magnetic Resonance Imaging","32930.0","24.0","3.0","27.0"
"Y63","R0B","South Tyneside and Sunderland NHS Foundation Trust","Nuclear Medicine Procedure","3230.0","15.0","1.0","16.0"
"Y63","R0B","South Tyneside and Sunderland NHS Foundation Trust","Plain Radiography","196935.0","0.0","1.0","1.0"
"Y63","R0B","South Tyneside and Sunderland NHS Foundation Trust","Positron Emission Tomography","1185.0","8.0","5.0","13.0"
"Y63","R0B","South Tyneside and Sunderland NHS Foundation Trust","Single Photon Emission Computerized Tomography","710.0","59.0","1.0","60.0"
"Y63","NT3","Spire Healthcare","Computerized Axial Tomography","1555.0","11.0","3.0","14.0"
"Y63","NT3","Spire Healthcare","Diagnostic Ultrasonography","4830.0","22.0","0.0","22.0"
"Y63","NT3","Spire Healthcare","Fluoroscopy","7285.0","6.0","7.0","13.0"
"Y63","NT3","Spire Healthcare","Magnetic Resonance Imaging","6025.0","24.0","3.0","27.0"
"Y63","NT3","Spire Healthcare","Plain Radiography","20200.0","0.0","2.0","2.0"
"Y63","RTD","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","Computerized Axial Tomography","97020.0","2.0","0.0","2.0"
"Y63","RTD","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","75630.0","16.0","0.0","16.0"
"Y63","RTD","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","Fluoroscopy","28200.0","0.0","0.0","0.0"
"Y63","RTD","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","74095.0","30.0","13.0","43.0"
"Y63","RTD","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","7750.0","18.0","2.0","20.0"
"Y63","RTD","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","Plain Radiography","245465.0","0.0","2.0","2.0"
"Y63","RTD","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","690.0","21.5","5.0","26.5"
"Y63","RFR","The Rotherham NHS Foundation Trust","Computerized Axial Tomography","30940.0","1.0","0.0","1.0"
"Y63","RFR","The Rotherham NHS Foundation Trust","Diagnostic Ultrasonography","24670.0","14.0","0.0","14.0"
"Y63","RFR","The Rotherham NHS Foundation Trust","Fluoroscopy","1580.0","3.0","0.0","3.0"
"Y63","RFR","The Rotherham NHS Foundation Trust","Magnetic Resonance Imaging","9125.0","11.0","3.0","14.0"
"Y63","RFR","The Rotherham NHS Foundation Trust","Nuclear Medicine Procedure","1720.0","35.0","4.0","39.0"
"Y63","RFR","The Rotherham NHS Foundation Trust","Plain Radiography","77050.0","0.0","2.0","2.0"
"Y63","RFR","The Rotherham NHS Foundation Trust","Single Photon Emission Computerized Tomography","10.0","32.0","9.5","41.5"
"Y63","NN4","Tyneside Surgical Services Ltd","Computerized Axial Tomography","175.0","24.0","0.0","24.0"
"Y63","NN4","Tyneside Surgical Services Ltd","Diagnostic Ultrasonography","615.0","21.0","0.0","21.0"
"Y63","NN4","Tyneside Surgical Services Ltd","Fluoroscopy","10.0","44.0","0.0","44.0"
"Y63","NN4","Tyneside Surgical Services Ltd","Magnetic Resonance Imaging","580.0","28.0","0.0","28.0"
"Y63","NN4","Tyneside Surgical Services Ltd","Nuclear Medicine Procedure","60.0","27.5","0.0","27.5"
"Y63","NN4","Tyneside Surgical Services Ltd","Plain Radiography","15.0","49.0","0.0","49.0"
"Y63","RCB","York and Scarborough Teaching Hospitals NHS Foundation Trust","Computerized Axial Tomography","76610.0","0.0","0.0","0.0"
"Y63","RCB","York and Scarborough Teaching Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","95215.0","8.0","0.0","8.0"
"Y63","RCB","York and Scarborough Teaching Hospitals NHS Foundation Trust","Fluoroscopy","9895.0","0.0","0.0","0.0"
"Y63","RCB","York and Scarborough Teaching Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","30870.0","15.0","5.0","20.0"
"Y63","RCB","York and Scarborough Teaching Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","1160.0","15.0","2.0","17.0"
"Y63","RCB","York and Scarborough Teaching Hospitals NHS Foundation Trust","Plain Radiography","183505.0","0.0","1.0","1.0"
"Y63","RCB","York and Scarborough Teaching Hospitals NHS Foundation Trust","Positron Emission Tomography","1340.0","8.0","2.0","10.0"
"Y63","RCB","York and Scarborough Teaching Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","80.0","153.0","3.0","156.0"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Notes:","","","","","","",""
"1. Independent Healthcare Providers are assigned to a region according to the location of the site(s).","","","","","","",""
"2. England and Year to date totals may be different from sum of providers or months due to rounding","","","","","","",""
"3. Rows are only shown where data has been submitted for these exam types.","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Key","","","","","","",""
"0 = zero activity submitted","","","","","","",""
"* = suppression: values of less than 3 are suppressed","","","","","","",""
"Blank cells = no data has been submitted","","","","","","",""
